typename,code,institution,specialty,Type,program,quota,matched
Orthopaedic Surgery,1392260C0,1392,260,C,0,2,2
Orthopaedic Surgery,1398260C0,1398,260,C,0,6,6
Orthopaedic Surgery,1406260C0,1406,260,C,0,2,2
Orthopaedic Surgery,1414260C0,1414,260,C,0,4,4
Orthopaedic Surgery,1426260C0,1426,260,C,0,6,6
Orthopaedic Surgery,1428260C0,1428,260,C,0,2,2
Orthopaedic Surgery,1450260C0,1450,260,C,0,3,3
Orthopaedic Surgery,1483260C0,1483,260,C,0,2,2
Orthopaedic Surgery,1490260C0,1490,260,C,0,3,3
Orthopaedic Surgery,1495260C0,1495,260,C,0,5,5
Orthopaedic Surgery,1495260C1,1495,260,C,1,1,1
Orthopaedic Surgery,1511260C0,1511,260,C,0,6,6
Orthopaedic Surgery,1511260C1,1511,260,C,1,1,1
Orthopaedic Surgery,1516260C0,1516,260,C,0,4,4
Orthopaedic Surgery,1527260C0,1527,260,C,0,3,3
Orthopaedic Surgery,1529260C0,1529,260,C,0,8,8
Orthopaedic Surgery,1537260C0,1537,260,C,0,2,2
Orthopaedic Surgery,1541260C0,1541,260,C,0,3,3
Orthopaedic Surgery,1542260C0,1542,260,C,0,3,3
Orthopaedic Surgery,1548260C0,1548,260,C,0,5,5
Orthopaedic Surgery,1552260C0,1552,260,C,0,6,6
Orthopaedic Surgery,1565260C0,1565,260,C,0,2,2
Orthopaedic Surgery,1566260C0,1566,260,C,0,5,5
Orthopaedic Surgery,1566260C1,1566,260,C,1,1,1
Orthopaedic Surgery,1579260C0,1579,260,C,0,3,3
Orthopaedic Surgery,1588260C0,1588,260,C,0,5,5
Orthopaedic Surgery,1599260C0,1599,260,C,0,4,4
Orthopaedic Surgery,1608260C0,1608,260,C,0,2,2
Orthopaedic Surgery,1611260C0,1611,260,C,0,3,3
Orthopaedic Surgery,1617260C0,1617,260,C,0,3,3
Orthopaedic Surgery,1617260C1,1617,260,C,1,1,1
Orthopaedic Surgery,1628260C0,1628,260,C,0,6,6
Orthopaedic Surgery,1628260C1,1628,260,C,1,2,2
Orthopaedic Surgery,1630260C0,1630,260,C,0,6,6
Orthopaedic Surgery,1631260C0,1631,260,C,0,2,2
Orthopaedic Surgery,1646260C0,1646,260,C,0,4,4
Orthopaedic Surgery,1648260C0,1648,260,C,0,3,3
Orthopaedic Surgery,1652260C0,1652,260,C,0,4,4
Orthopaedic Surgery,1652260C1,1652,260,C,1,4,4
Orthopaedic Surgery,1677260C0,1677,260,C,0,6,6
Orthopaedic Surgery,1680260C0,1680,260,C,0,2,2
Orthopaedic Surgery,1680260C1,1680,260,C,1,1,1
Orthopaedic Surgery,1681260C0,1681,260,C,0,2,2
Orthopaedic Surgery,1683260C0,1683,260,C,0,4,4
Orthopaedic Surgery,1689260C0,1689,260,C,0,3,3
Orthopaedic Surgery,1702260C0,1702,260,C,0,5,5
Orthopaedic Surgery,1711260C0,1711,260,C,0,4,4
Orthopaedic Surgery,1714260C0,1714,260,C,0,5,5
Orthopaedic Surgery,1716260C0,1716,260,C,0,5,5
Orthopaedic Surgery,1722260C0,1722,260,C,0,6,6
Orthopaedic Surgery,1725260C0,1725,260,C,0,3,3
Orthopaedic Surgery,1732260C0,1732,260,C,0,5,5
Orthopaedic Surgery,1734260C0,1734,260,C,0,3,3
Orthopaedic Surgery,1737260C0,1737,260,C,0,5,5
Orthopaedic Surgery,1743260C0,1743,260,C,0,5,5
Orthopaedic Surgery,1779260C0,1779,260,C,0,5,5
Orthopaedic Surgery,1784260C0,1784,260,C,0,5,5
Orthopaedic Surgery,1801260C0,1801,260,C,0,4,4
Orthopaedic Surgery,1802260C0,1802,260,C,0,4,4
Orthopaedic Surgery,1820260C0,1820,260,C,0,4,4
Orthopaedic Surgery,1824260C0,1824,260,C,0,4,4
Orthopaedic Surgery,1837260C0,1837,260,C,0,2,2
Orthopaedic Surgery,1837260C1,1837,260,C,1,1,1
Orthopaedic Surgery,1844260C0,1844,260,C,0,8,8
Orthopaedic Surgery,1848260C0,1848,260,C,0,4,4
Orthopaedic Surgery,1849260C0,1849,260,C,0,4,4
Orthopaedic Surgery,1852260C0,1852,260,C,0,3,3
Orthopaedic Surgery,1866260C0,1866,260,C,0,2,2
Orthopaedic Surgery,1900260C0,1900,260,C,0,4,4
Orthopaedic Surgery,1900260C1,1900,260,C,1,1,1
Orthopaedic Surgery,1918260C0,1918,260,C,0,8,8
Orthopaedic Surgery,1956260C0,1956,260,C,0,6,6
Orthopaedic Surgery,1957260C0,1957,260,C,0,4,4
Orthopaedic Surgery,1962260C0,1962,260,C,0,5,5
Orthopaedic Surgery,1963260C0,1963,260,C,0,3,3
Orthopaedic Surgery,1966260C0,1966,260,C,0,2,2
Orthopaedic Surgery,1968260C0,1968,260,C,0,3,3
Orthopaedic Surgery,1968260C1,1968,260,C,1,2,2
Orthopaedic Surgery,1978260C0,1978,260,C,0,4,4
Orthopaedic Surgery,1985260C0,1985,260,C,0,2,2
Orthopaedic Surgery,1994260C0,1994,260,C,0,4,4
Orthopaedic Surgery,1994260C1,1994,260,C,1,1,1
Orthopaedic Surgery,2011260C0,2011,260,C,0,2,2
Orthopaedic Surgery,2011260C1,2011,260,C,1,2,2
Orthopaedic Surgery,2070260C0,2070,260,C,0,3,3
Orthopaedic Surgery,2077260C0,2077,260,C,0,5,5
Orthopaedic Surgery,2193260C0,2193,260,C,0,4,4
Orthopaedic Surgery,2247260C0,2247,260,C,0,9,9
Orthopaedic Surgery,2835260C0,2835,260,C,0,6,6
Orthopaedic Surgery,2918260C0,2918,260,C,0,4,4
Orthopaedic Surgery,2919260C0,2919,260,C,0,5,5
Orthopaedic Surgery,2922260C0,2922,260,C,0,3,3
Orthopaedic Surgery,2923260C0,2923,260,C,0,3,3
Orthopaedic Surgery,2973260C0,2973,260,C,0,4,4
Orthopaedic Surgery,2978260C0,2978,260,C,0,12,12
Orthopaedic Surgery,2998260C0,2998,260,C,0,3,3
Orthopaedic Surgery,3050260C0,3050,260,C,0,2,2
Orthopaedic Surgery,3054260C0,3054,260,C,0,4,4
Orthopaedic Surgery,3066260C0,3066,260,C,0,3,3
Orthopaedic Surgery,3073260C0,3073,260,C,0,2,2
Orthopaedic Surgery,3099260C0,3099,260,C,0,4,4
Orthopaedic Surgery,3128260C0,3128,260,C,0,8,8
Orthopaedic Surgery,3153260C0,3153,260,C,0,6,6
Orthopaedic Surgery,3155260C0,3155,260,C,0,4,4
Orthopaedic Surgery,3350260C0,3350,260,C,0,1,1
Orthopaedic Surgery,3350260C1,3350,260,C,1,1,1
Otolaryngology,1007280C0,1007,280,C,0,3,3
Otolaryngology,1018280C0,1018,280,C,0,3,3
Otolaryngology,1024280C0,1024,280,C,0,2,2
Otolaryngology,1033280C0,1033,280,C,0,4,4
Otolaryngology,1042280C0,1042,280,C,0,2,2
Otolaryngology,1043280C0,1043,280,C,0,2,2
Otolaryngology,1046280C0,1046,280,C,0,3,3
Otolaryngology,1049280C0,1049,280,C,0,2,2
Otolaryngology,1062280C0,1062,280,C,0,3,3
Otolaryngology,1076280C0,1076,280,C,0,3,3
Otolaryngology,1089280C0,1089,280,C,0,2,2
Otolaryngology,1094280C0,1094,280,C,0,2,2
Otolaryngology,1098280C0,1098,280,C,0,4,4
Otolaryngology,1104280C0,1104,280,C,0,3,3
Otolaryngology,1109280C0,1109,280,C,0,2,2
Otolaryngology,1113280C0,1113,280,C,0,3,3
Otolaryngology,1116280C0,1116,280,C,0,2,1
Otolaryngology,1147280C0,1147,280,C,0,1,1
Otolaryngology,1150280C0,1150,280,C,0,4,4
Otolaryngology,1160280C0,1160,280,C,0,2,2
Otolaryngology,1170280C0,1170,280,C,0,3,3
Otolaryngology,1180280C0,1180,280,C,0,3,3
Otolaryngology,1180280C1,1180,280,C,1,1,1
Otolaryngology,1187280C0,1187,280,C,0,2,2
Otolaryngology,1187280C1,1187,280,C,1,1,1
Otolaryngology,1203280C0,1203,280,C,0,3,3
Otolaryngology,1203280C1,1203,280,C,1,2,0
Otolaryngology,1208280C0,1208,280,C,0,3,3
Otolaryngology,1217280C0,1217,280,C,0,1,1
Otolaryngology,1224280C0,1224,280,C,0,3,3
Otolaryngology,1232280C0,1232,280,C,0,3,3
Otolaryngology,1242280C0,1242,280,C,0,4,4
Otolaryngology,1252280C0,1252,280,C,0,2,2
Otolaryngology,1257280C0,1257,280,C,0,3,3
Otolaryngology,1263280C0,1263,280,C,0,2,2
Otolaryngology,1293280C0,1293,280,C,0,4,4
Otolaryngology,1300280C0,1300,280,C,0,2,2
Otolaryngology,1328280C0,1328,280,C,0,4,4
Otolaryngology,1334280C0,1334,280,C,0,4,4
Otolaryngology,1353280C0,1353,280,C,0,3,3
Otolaryngology,1353280C1,1353,280,C,1,2,1
Otolaryngology,1361280C0,1361,280,C,0,4,4
Otolaryngology,1365280C0,1365,280,C,0,2,2
Otolaryngology,1376280C0,1376,280,C,0,2,2
Otolaryngology,1377280C0,1377,280,C,0,1,1
Otolaryngology,1398280C0,1398,280,C,0,2,2
Otolaryngology,1414280C0,1414,280,C,0,2,2
Otolaryngology,1426280C0,1426,280,C,0,3,3
Otolaryngology,1490280C0,1490,280,C,0,4,4
Otolaryngology,1495280C0,1495,280,C,0,4,4
Otolaryngology,1511280C0,1511,280,C,0,2,2
Otolaryngology,1516280C0,1516,280,C,0,3,3
Otolaryngology,1529280C0,1529,280,C,0,2,2
Otolaryngology,1537280C0,1537,280,C,0,3,3
Otolaryngology,1548280C0,1548,280,C,0,4,4
Otolaryngology,1552280C0,1552,280,C,0,3,3
Otolaryngology,1566280C0,1566,280,C,0,4,4
Otolaryngology,1588280C0,1588,280,C,0,3,3
Otolaryngology,1599280C0,1599,280,C,0,2,2
Otolaryngology,1599280C1,1599,280,C,1,1,1
Otolaryngology,1608280C0,1608,280,C,0,1,1
Otolaryngology,1617280C0,1617,280,C,0,1,1
Otolaryngology,1628280C0,1628,280,C,0,4,4
Otolaryngology,1630280C0,1630,280,C,0,4,4
Otolaryngology,1646280C0,1646,280,C,0,2,2
Otolaryngology,1652280C0,1652,280,C,0,5,5
Otolaryngology,1680280C0,1680,280,C,0,3,3
Otolaryngology,1702280C0,1702,280,C,0,4,4
Otolaryngology,1714280C0,1714,280,C,0,2,2
Otolaryngology,1716280C0,1716,280,C,0,4,4
Otolaryngology,1716280C1,1716,280,C,1,1,1
Otolaryngology,1722280C0,1722,280,C,0,2,2
Otolaryngology,1732280C0,1732,280,C,0,3,3
Otolaryngology,1737280C0,1737,280,C,0,3,3
Otolaryngology,1743280C0,1743,280,C,0,2,2
Otolaryngology,1779280C0,1779,280,C,0,2,2
Otolaryngology,1784280C0,1784,280,C,0,3,3
Otolaryngology,1801280C0,1801,280,C,0,3,3
Otolaryngology,1802280C0,1802,280,C,0,2,2
Otolaryngology,1820280C0,1820,280,C,0,4,4
Otolaryngology,1824280C0,1824,280,C,0,2,2
Otolaryngology,1837280C0,1837,280,C,0,3,3
Otolaryngology,1844280C0,1844,280,C,0,2,2
Otolaryngology,1848280C0,1848,280,C,0,1,1
Otolaryngology,1900280C0,1900,280,C,0,3,3
Otolaryngology,1900280C1,1900,280,C,1,1,1
Otolaryngology,1918280C0,1918,280,C,0,2,2
Otolaryngology,1918280C1,1918,280,C,1,1,1
Otolaryngology,1956280C0,1956,280,C,0,5,5
Otolaryngology,1957280C0,1957,280,C,0,3,3
Otolaryngology,1962280C0,1962,280,C,0,1,1
Otolaryngology,1968280C0,1968,280,C,0,3,3
Otolaryngology,1985280C0,1985,280,C,0,2,2
Otolaryngology,1994280C0,1994,280,C,0,2,2
Otolaryngology,2247280C0,2247,280,C,0,3,3
Otolaryngology,2835280C0,2835,280,C,0,4,4
Otolaryngology,2919280C0,2919,280,C,0,1,1
Otolaryngology,2922280C0,2922,280,C,0,2,2
Otolaryngology,2923280C0,2923,280,C,0,2,2
Otolaryngology,2978280C0,2978,280,C,0,4,4
Otolaryngology,2980280C0,2980,280,C,0,3,3
Otolaryngology,3073280C0,3073,280,C,0,2,2
Otolaryngology,3099280C0,3099,280,C,0,2,2
Otolaryngology,3153280C0,3153,280,C,0,4,4
Otolaryngology,3200280C0,3200,280,C,0,2,2
Pathology-Anatomic and Clinical,1007300C0,1007,300,C,0,6,4
Pathology-Anatomic and Clinical,1012300C0,1012,300,C,0,2,2
Pathology-Anatomic and Clinical,1015300C0,1015,300,C,0,3,3
Pathology-Anatomic and Clinical,1018300C0,1018,300,C,0,4,3
Pathology-Anatomic and Clinical,1024300C0,1024,300,C,0,5,5
Pathology-Anatomic and Clinical,1030300C0,1030,300,C,0,5,5
Pathology-Anatomic and Clinical,1033300C0,1033,300,C,0,7,7
Pathology-Anatomic and Clinical,1043300C0,1043,300,C,0,4,4
Pathology-Anatomic and Clinical,1046300C0,1046,300,C,0,3,3
Pathology-Anatomic and Clinical,1049300C0,1049,300,C,0,5,1
Pathology-Anatomic and Clinical,1062300C0,1062,300,C,0,10,10
Pathology-Anatomic and Clinical,1067300C0,1067,300,C,0,4,4
Pathology-Anatomic and Clinical,1076300C0,1076,300,C,0,7,5
Pathology-Anatomic and Clinical,1081300C0,1081,300,C,0,3,3
Pathology-Anatomic and Clinical,1089300C0,1089,300,C,0,6,6
Pathology-Anatomic and Clinical,1089300C1,1089,300,C,1,2,2
Pathology-Anatomic and Clinical,1089300C2,1089,300,C,2,1,1
Pathology-Anatomic and Clinical,1101300C0,1101,300,C,0,1,1
Pathology-Anatomic and Clinical,1104300C0,1104,300,C,0,2,2
Pathology-Anatomic and Clinical,1107300C0,1107,300,C,0,2,2
Pathology-Anatomic and Clinical,1109300C0,1109,300,C,0,4,3
Pathology-Anatomic and Clinical,1113300C0,1113,300,C,0,9,9
Pathology-Anatomic and Clinical,1116300C0,1116,300,C,0,3,3
Pathology-Anatomic and Clinical,1147300C0,1147,300,C,0,4,4
Pathology-Anatomic and Clinical,1150300C0,1150,300,C,0,7,7
Pathology-Anatomic and Clinical,1160300C0,1160,300,C,0,6,5
Pathology-Anatomic and Clinical,1167300C0,1167,300,C,0,5,5
Pathology-Anatomic and Clinical,1170300C0,1170,300,C,0,4,4
Pathology-Anatomic and Clinical,1187300C0,1187,300,C,0,4,4
Pathology-Anatomic and Clinical,1192300C0,1192,300,C,0,2,2
Pathology-Anatomic and Clinical,1203300C0,1203,300,C,0,5,5
Pathology-Anatomic and Clinical,1208300C0,1208,300,C,0,2,2
Pathology-Anatomic and Clinical,1217300C0,1217,300,C,0,3,3
Pathology-Anatomic and Clinical,1224300C0,1224,300,C,0,3,2
Pathology-Anatomic and Clinical,1232300C0,1232,300,C,0,2,2
Pathology-Anatomic and Clinical,1242300C0,1242,300,C,0,5,5
Pathology-Anatomic and Clinical,1252300C0,1252,300,C,0,3,3
Pathology-Anatomic and Clinical,1256300C0,1256,300,C,0,7,7
Pathology-Anatomic and Clinical,1256300C1,1256,300,C,1,0,0
Pathology-Anatomic and Clinical,1257300C0,1257,300,C,0,3,1
Pathology-Anatomic and Clinical,1261300C1,1261,300,C,1,12,12
Pathology-Anatomic and Clinical,1263300C0,1263,300,C,0,3,3
Pathology-Anatomic and Clinical,1265300C0,1265,300,C,0,7,7
Pathology-Anatomic and Clinical,1265300C1,1265,300,C,1,1,0
Pathology-Anatomic and Clinical,1281300C0,1281,300,C,0,1,0
Pathology-Anatomic and Clinical,1286300C0,1286,300,C,0,3,3
Pathology-Anatomic and Clinical,1293300C0,1293,300,C,0,6,6
Pathology-Anatomic and Clinical,1295300C0,1295,300,C,0,1,1
Pathology-Anatomic and Clinical,1300300C0,1300,300,C,0,1,1
Pathology-Anatomic and Clinical,1328300C0,1328,300,C,0,5,5
Pathology-Anatomic and Clinical,1334300C0,1334,300,C,0,7,7
Pathology-Anatomic and Clinical,1343300C0,1343,300,C,0,2,0
Pathology-Anatomic and Clinical,1353300C0,1353,300,C,0,3,2
Pathology-Anatomic and Clinical,1353300C1,1353,300,C,1,5,5
Pathology-Anatomic and Clinical,1365300C0,1365,300,C,0,1,0
Pathology-Anatomic and Clinical,1372300C0,1372,300,C,0,3,0
Pathology-Anatomic and Clinical,1376300C0,1376,300,C,0,3,3
Pathology-Anatomic and Clinical,1377300C0,1377,300,C,0,3,3
Pathology-Anatomic and Clinical,1398300C0,1398,300,C,0,1,1
Pathology-Anatomic and Clinical,1414300C0,1414,300,C,0,2,2
Pathology-Anatomic and Clinical,1426300C0,1426,300,C,0,3,3
Pathology-Anatomic and Clinical,1448300C0,1448,300,C,0,2,2
Pathology-Anatomic and Clinical,1455300C0,1455,300,C,0,1,1
Pathology-Anatomic and Clinical,1490300C0,1490,300,C,0,7,7
Pathology-Anatomic and Clinical,1492300C0,1492,300,C,0,4,4
Pathology-Anatomic and Clinical,1495300C0,1495,300,C,0,8,8
Pathology-Anatomic and Clinical,1511300C0,1511,300,C,0,4,4
Pathology-Anatomic and Clinical,1516300C0,1516,300,C,0,1,0
Pathology-Anatomic and Clinical,1529300C0,1529,300,C,0,5,5
Pathology-Anatomic and Clinical,1537300C0,1537,300,C,0,3,3
Pathology-Anatomic and Clinical,1541300C0,1541,300,C,0,1,1
Pathology-Anatomic and Clinical,1548300C0,1548,300,C,0,1,0
Pathology-Anatomic and Clinical,1552300C0,1552,300,C,0,5,4
Pathology-Anatomic and Clinical,1553300C0,1553,300,C,0,2,2
Pathology-Anatomic and Clinical,1566300C0,1566,300,C,0,4,4
Pathology-Anatomic and Clinical,1579300C0,1579,300,C,0,2,1
Pathology-Anatomic and Clinical,1585300C0,1585,300,C,0,1,1
Pathology-Anatomic and Clinical,1588300C0,1588,300,C,0,3,1
Pathology-Anatomic and Clinical,1599300C0,1599,300,C,0,3,3
Pathology-Anatomic and Clinical,1617300C0,1617,300,C,0,2,2
Pathology-Anatomic and Clinical,1628300C0,1628,300,C,0,8,8
Pathology-Anatomic and Clinical,1630300C0,1630,300,C,0,2,2
Pathology-Anatomic and Clinical,1646300C0,1646,300,C,0,2,2
Pathology-Anatomic and Clinical,1648300C0,1648,300,C,0,1,1
Pathology-Anatomic and Clinical,1652300C0,1652,300,C,0,7,6
Pathology-Anatomic and Clinical,1677300C0,1677,300,C,0,3,3
Pathology-Anatomic and Clinical,1680300C0,1680,300,C,0,5,5
Pathology-Anatomic and Clinical,1702300C0,1702,300,C,0,4,4
Pathology-Anatomic and Clinical,1706300C0,1706,300,C,0,5,2
Pathology-Anatomic and Clinical,1714300C0,1714,300,C,0,5,5
Pathology-Anatomic and Clinical,1716300C0,1716,300,C,0,7,7
Pathology-Anatomic and Clinical,1722300C0,1722,300,C,0,3,3
Pathology-Anatomic and Clinical,1725300C0,1725,300,C,0,3,3
Pathology-Anatomic and Clinical,1732300C0,1732,300,C,0,4,4
Pathology-Anatomic and Clinical,1732300C1,1732,300,C,1,1,1
Pathology-Anatomic and Clinical,1734300C0,1734,300,C,0,5,5
Pathology-Anatomic and Clinical,1737300C0,1737,300,C,0,5,5
Pathology-Anatomic and Clinical,1743300C0,1743,300,C,0,5,5
Pathology-Anatomic and Clinical,1779300C0,1779,300,C,0,3,3
Pathology-Anatomic and Clinical,1784300C0,1784,300,C,0,4,4
Pathology-Anatomic and Clinical,1800300C0,1800,300,C,0,3,3
Pathology-Anatomic and Clinical,1801300C0,1801,300,C,0,1,1
Pathology-Anatomic and Clinical,1802300C0,1802,300,C,0,2,2
Pathology-Anatomic and Clinical,1820300C0,1820,300,C,0,8,8
Pathology-Anatomic and Clinical,1824300C0,1824,300,C,0,4,4
Pathology-Anatomic and Clinical,1837300C0,1837,300,C,0,2,2
Pathology-Anatomic and Clinical,1839300C0,1839,300,C,0,2,2
Pathology-Anatomic and Clinical,1844300C0,1844,300,C,0,2,2
Pathology-Anatomic and Clinical,1848300C0,1848,300,C,0,4,4
Pathology-Anatomic and Clinical,1849300C0,1849,300,C,0,1,1
Pathology-Anatomic and Clinical,1852300C0,1852,300,C,0,4,4
Pathology-Anatomic and Clinical,1900300C0,1900,300,C,0,4,4
Pathology-Anatomic and Clinical,1903300C0,1903,300,C,0,2,2
Pathology-Anatomic and Clinical,1915300C0,1915,300,C,0,1,0
Pathology-Anatomic and Clinical,1918300C0,1918,300,C,0,4,4
Pathology-Anatomic and Clinical,1918300C1,1918,300,C,1,0,0
Pathology-Anatomic and Clinical,1918300C2,1918,300,C,2,1,1
Pathology-Anatomic and Clinical,1956300C0,1956,300,C,0,7,7
Pathology-Anatomic and Clinical,1957300C0,1957,300,C,0,3,3
Pathology-Anatomic and Clinical,1962300C0,1962,300,C,0,5,5
Pathology-Anatomic and Clinical,1968300C0,1968,300,C,0,5,5
Pathology-Anatomic and Clinical,1978300C0,1978,300,C,0,3,3
Pathology-Anatomic and Clinical,1985300C0,1985,300,C,0,2,2
Pathology-Anatomic and Clinical,1994300C0,1994,300,C,0,1,1
Pathology-Anatomic and Clinical,2021300C0,2021,300,C,0,2,2
Pathology-Anatomic and Clinical,2070300C0,2070,300,C,0,2,2
Pathology-Anatomic and Clinical,2090300C0,2090,300,C,0,2,2
Pathology-Anatomic and Clinical,2193300C0,2193,300,C,0,2,2
Pathology-Anatomic and Clinical,2247300C0,2247,300,C,0,4,1
Pathology-Anatomic and Clinical,2247300C1,2247,300,C,1,0,0
Pathology-Anatomic and Clinical,2805300C0,2805,300,C,0,2,2
Pathology-Anatomic and Clinical,2835300C0,2835,300,C,0,8,8
Pathology-Anatomic and Clinical,2835300C1,2835,300,C,1,1,0
Pathology-Anatomic and Clinical,2918300C0,2918,300,C,0,2,2
Pathology-Anatomic and Clinical,2919300C0,2919,300,C,0,3,3
Pathology-Anatomic and Clinical,2923300C0,2923,300,C,0,6,5
Pathology-Anatomic and Clinical,2973300C0,2973,300,C,0,1,0
Pathology-Anatomic and Clinical,2978300C0,2978,300,C,0,4,4
Pathology-Anatomic and Clinical,2998300C0,2998,300,C,0,1,1
Pathology-Anatomic and Clinical,3050300C0,3050,300,C,0,2,2
Pathology-Anatomic and Clinical,3057300C0,3057,300,C,0,2,1
Pathology-Anatomic and Clinical,3073300C0,3073,300,C,0,2,2
Pathology-Anatomic and Clinical,3099300C0,3099,300,C,0,3,3
Pathology-Anatomic and Clinical,3153300C0,3153,300,C,0,5,5
Pathology-Anatomic and Clinical,3350300C0,3350,300,C,0,4,4
Pathology-Anatomic and Clinical,1820300R0,1820,300,R,0,2,2
Pediatrics,1007320C0,1007,320,C,0,18,18
Pediatrics,1012320C0,1012,320,C,0,10,9
Pediatrics,1015320C0,1015,320,C,0,13,13
Pediatrics,1018320C0,1018,320,C,0,22,22
Pediatrics,1022320C0,1022,320,C,0,10,10
Pediatrics,1024320C0,1024,320,C,0,21,20
Pediatrics,1031320C0,1031,320,C,0,29,29
Pediatrics,1033320C0,1033,320,C,0,11,11
Pediatrics,1040320C0,1040,320,C,0,4,4
Pediatrics,1042320C0,1042,320,C,0,6,6
Pediatrics,1043320C0,1043,320,C,0,16,16
Pediatrics,1046320C0,1046,320,C,0,12,12
Pediatrics,1049320C0,1049,320,C,0,14,14
Pediatrics,1062320C0,1062,320,C,0,23,23
Pediatrics,1067320C0,1067,320,C,0,10,3
Pediatrics,1070320C0,1070,320,C,0,19,19
Pediatrics,1076320C0,1076,320,C,0,28,28
Pediatrics,1089320C0,1089,320,C,0,18,18
Pediatrics,1094320C0,1094,320,C,0,17,17
Pediatrics,1101320C0,1101,320,C,0,11,11
Pediatrics,1104320C0,1104,320,C,0,20,20
Pediatrics,1107320C0,1107,320,C,0,14,14
Pediatrics,1109320C0,1109,320,C,0,16,16
Pediatrics,1110320C0,1110,320,C,0,22,22
Pediatrics,1113320C0,1113,320,C,0,20,20
Pediatrics,1116320C0,1116,320,C,0,13,13
Pediatrics,1120320C0,1120,320,C,0,6,5
Pediatrics,1127320C0,1127,320,C,0,13,13
Pediatrics,1131320C0,1131,320,C,0,13,13
Pediatrics,1144320C0,1144,320,C,0,6,6
Pediatrics,1147320C0,1147,320,C,0,11,11
Pediatrics,1150320C0,1150,320,C,0,12,12
Pediatrics,1160320C0,1160,320,C,0,18,18
Pediatrics,1170320C0,1170,320,C,0,10,9
Pediatrics,1175320C0,1175,320,C,0,6,6
Pediatrics,1176320C0,1176,320,C,0,12,12
Pediatrics,1187320C0,1187,320,C,0,24,24
Pediatrics,1189320C0,1189,320,C,0,4,4
Pediatrics,1201320C0,1201,320,C,0,6,6
Pediatrics,1203320C0,1203,320,C,0,11,11
Pediatrics,1208320C0,1208,320,C,0,9,9
Pediatrics,1217320C0,1217,320,C,0,20,20
Pediatrics,1224320C0,1224,320,C,0,16,16
Pediatrics,1232320C0,1232,320,C,0,8,8
Pediatrics,1236320C0,1236,320,C,0,6,6
Pediatrics,1242320C0,1242,320,C,0,26,26
Pediatrics,1249320C0,1249,320,C,0,7,7
Pediatrics,1252320C0,1252,320,C,0,13,13
Pediatrics,1259320C0,1259,320,C,0,30,30
Pediatrics,1261320C0,1261,320,C,0,16,16
Pediatrics,1263320C0,1263,320,C,0,13,11
Pediatrics,1286320C0,1286,320,C,0,9,9
Pediatrics,1293320C0,1293,320,C,0,18,18
Pediatrics,1307320C0,1307,320,C,0,2,2
Pediatrics,1314320C0,1314,320,C,0,4,4
Pediatrics,1328320C0,1328,320,C,0,12,12
Pediatrics,1334320C0,1334,320,C,0,23,19
Pediatrics,1351320C0,1351,320,C,0,28,28
Pediatrics,1365320C0,1365,320,C,0,13,13
Pediatrics,1365320C1,1365,320,C,1,1,0
Pediatrics,1377320C0,1377,320,C,0,7,3
Pediatrics,1380320C0,1380,320,C,0,5,5
Pediatrics,1392320C0,1392,320,C,0,4,4
Pediatrics,1395320C0,1395,320,C,0,5,5
Pediatrics,1397320C0,1397,320,C,0,5,4
Pediatrics,1398320C0,1398,320,C,0,15,14
Pediatrics,1406320C0,1406,320,C,0,4,4
Pediatrics,1420320C0,1420,320,C,0,4,4
Pediatrics,1426320C0,1426,320,C,0,23,23
Pediatrics,1448320C0,1448,320,C,0,10,10
Pediatrics,1455320C0,1455,320,C,0,10,10
Pediatrics,1473320C0,1473,320,C,0,2,2
Pediatrics,1478320C0,1478,320,C,0,8,8
Pediatrics,1492320C0,1492,320,C,0,20,20
Pediatrics,1495320C0,1495,320,C,0,20,20
Pediatrics,1511320C0,1511,320,C,0,15,15
Pediatrics,1514320C0,1514,320,C,0,5,5
Pediatrics,1516320C0,1516,320,C,0,11,11
Pediatrics,1527320C0,1527,320,C,0,12,12
Pediatrics,1529320C0,1529,320,C,0,16,16
Pediatrics,1537320C0,1537,320,C,0,11,11
Pediatrics,1552320C0,1552,320,C,0,22,22
Pediatrics,1553320C0,1553,320,C,0,8,8
Pediatrics,1579320C0,1579,320,C,0,8,8
Pediatrics,1588320C0,1588,320,C,0,14,14
Pediatrics,1599320C0,1599,320,C,0,13,13
Pediatrics,1608320C0,1608,320,C,0,4,4
Pediatrics,1617320C0,1617,320,C,0,13,13
Pediatrics,1631320C0,1631,320,C,0,9,9
Pediatrics,1652320C0,1652,320,C,0,27,27
Pediatrics,1653320C0,1653,320,C,0,24,24
Pediatrics,1654320C0,1654,320,C,0,20,20
Pediatrics,1677320C0,1677,320,C,0,15,15
Pediatrics,1680320C0,1680,320,C,0,14,14
Pediatrics,1681320C0,1681,320,C,0,9,9
Pediatrics,1683320C0,1683,320,C,0,9,9
Pediatrics,1689320C0,1689,320,C,0,8,8
Pediatrics,1700320C0,1700,320,C,0,31,31
Pediatrics,1702320C0,1702,320,C,0,25,25
Pediatrics,1703320C0,1703,320,C,0,3,3
Pediatrics,1710320C0,1710,320,C,0,9,9
Pediatrics,1714320C0,1714,320,C,0,13,7
Pediatrics,1714320C1,1714,320,C,1,15,15
Pediatrics,1716320C0,1716,320,C,0,36,36
Pediatrics,1722320C0,1722,320,C,0,14,14
